Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,31-35,Ex-Employees,R&D,Other,E0480,480,Female,HR Manager,Single,No,Yes,4,31,Yes,1079,17,1,1,3,21,3,2,1,9743,23764,1,17,1,4,80,2,5,1,9,9,0,3
Yes,Travel_Frequently,31-35,Ex-Employees,Sales,Medical,E0481,481,Male,HR Manager,Single,No,Yes,1,49,Yes,1198,4,4,1,1,45,2,1,2,3691,28299,1,6,1,2,80,0,5,2,9,5,3,7
No,Travel_Frequently,31-35,Current Employees,HR,Medical,E0482,482,Male,Research Scientist,Single,No,Yes,3,43,Yes,1006,28,4,1,4,38,3,3,4,8469,23408,2,5,2,2,80,1,14,3,8,9,0,6
Yes,Travel_Frequently,46-50,Current Employees,R&D,Life Sciences,E0483,483,Male,HR Manager,Single,No,Yes,5,31,Yes,1206,29,1,1,4,32,1,2,3,6930,29930,3,18,1,1,80,0,13,4,7,6,0,7
No,Travel_Frequently,26-30,Current Employees,R&D,Medical,E0484,484,Female,HR Manager,Single,Yes,Yes,3,37,Yes,1450,17,3,1,1,32,1,3,3,7935,22568,3,20,3,1,80,1,2,3,10,1,1,2
Yes,Travel_Frequently,31-35,Current Employees,R&D,Other,E0485,485,Female,Sales Executive,Married,Yes,Yes,5,28,No,1405,29,3,1,2,26,3,5,3,8206,26198,2,14,1,2,80,0,15,4,3,8,4,8
Yes,Travel_Rarely,36-40,Current Employees,HR,Medical,E0486,486,Female,Sales Executive,Divorced,No,Yes,2,34,No,1195,22,1,1,1,45,4,2,1,5773,20751,5,6,1,2,80,1,9,2,8,6,0,5
Yes,Travel_Frequently,46-50,Current Employees,Sales,Life Sciences,E0487,487,Male,HR Manager,Single,No,Yes,2,37,No,1435,20,5,1,1,26,3,2,4,5789,23963,4,16,3,2,80,0,6,3,3,3,5,10
Yes,Travel_Rarely,26-30,Ex-Employees,HR,Life Sciences,E0488,488,Male,Sales Executive,Divorced,Yes,Yes,5,33,Yes,1219,22,2,1,4,22,4,2,2,9533,24831,5,8,2,4,80,1,5,4,9,1,4,4
No,Travel_Rarely,46-50,Ex-Employees,Sales,Other,E0489,489,Female,HR Manager,Single,No,Yes,4,38,No,1094,27,4,1,1,25,2,3,4,4436,23922,2,16,2,1,80,3,13,4,10,3,1,8
No,Travel_Frequently,41-45,Ex-Employees,R&D,Other,E0490,490,Female,HR Manager,Single,No,Yes,3,48,No,1031,10,1,1,3,30,2,2,1,6414,20758,4,14,1,3,80,1,19,4,7,2,2,3
No,Travel_Rarely,31-35,Ex-Employees,HR,Other,E0491,491,Female,HR Manager,Single,No,Yes,5,46,No,1115,26,2,1,1,37,2,3,4,5561,27536,3,12,2,4,80,3,15,3,4,2,1,4
No,Travel_Rarely,36-40,Ex-Employees,R&D,Life Sciences,E0492,492,Male,HR Manager,Married,Yes,Yes,4,26,No,1481,5,5,1,1,26,3,2,1,6197,22476,4,5,4,4,80,2,2,3,7,10,1,2
No,Travel_Frequently,26-30,Current Employees,Sales,Medical,E0493,493,Female,HR Manager,Divorced,Yes,Yes,3,48,No,1103,12,4,1,1,36,3,1,3,7548,20593,4,15,3,4,80,1,3,3,9,3,4,1
Yes,Travel_Rarely,46-50,Ex-Employees,R&D,Medical,E0494,494,Male,Sales Executive,Married,No,Yes,4,27,No,1361,13,1,1,2,42,4,3,3,9194,21856,3,20,4,1,80,2,16,1,7,2,0,10
No,Travel_Frequently,26-30,Ex-Employees,R&D,Life Sciences,E0495,495,Female,Research Scientist,Divorced,No,Yes,5,47,Yes,1317,21,1,1,4,38,3,3,2,5774,26523,4,19,4,2,80,2,3,3,6,6,3,1
Yes,Travel_Rarely,41-45,Ex-Employees,Sales,Medical,E0496,496,Female,HR Manager,Single,Yes,Yes,3,45,No,1375,24,4,1,4,26,4,3,4,5756,22386,5,11,2,4,80,3,9,2,10,6,1,3
No,Travel_Rarely,36-40,Current Employees,Sales,Medical,E0497,497,Female,HR Manager,Single,Yes,Yes,3,40,Yes,1437,22,4,1,2,33,3,3,1,5926,20931,3,17,4,2,80,1,18,4,10,7,3,10
Yes,Travel_Frequently,46-50,Current Employees,R&D,Medical,E0498,498,Male,HR Manager,Single,No,Yes,4,37,No,1160,3,3,1,2,28,3,3,2,6340,26367,1,18,3,4,80,3,5,1,4,10,1,6
No,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0499,499,Male,HR Manager,Married,Yes,Yes,2,45,No,1144,7,4,1,4,47,4,5,2,4739,29142,3,9,3,3,80,0,12,1,3,3,3,10
Yes,Travel_Rarely,36-40,Current Employees,HR,Medical,E0500,500,Female,Sales Executive,Divorced,Yes,Yes,3,35,Yes,1437,21,5,1,2,49,2,5,3,4246,26685,1,9,3,4,80,0,12,1,2,4,3,9
No,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0501,501,Female,HR Manager,Divorced,No,Yes,4,43,Yes,1327,23,3,1,3,50,4,4,4,6095,26880,4,16,1,2,80,1,1,2,2,9,1,10
No,Travel_Frequently,26-30,Current Employees,Sales,Life Sciences,E0502,502,Male,Research Scientist,Divorced,No,Yes,2,30,Yes,1345,25,3,1,2,26,1,1,2,6214,20940,5,6,2,4,80,3,20,1,2,3,2,10
Yes,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0503,503,Female,Research Scientist,Married,No,Yes,1,28,No,1435,6,3,1,2,50,4,1,4,4138,22208,5,6,1,3,80,3,1,2,5,3,1,5
Yes,Travel_Rarely,26-30,Current Employees,R&D,Medical,E0504,504,Female,HR Manager,Divorced,Yes,Yes,4,32,No,1370,16,5,1,4,45,3,3,4,9446,20476,4,12,3,4,80,3,2,2,6,5,0,2
Yes,Travel_Frequently,26-30,Current Employees,Sales,Other,E0505,505,Male,HR Manager,Divorced,Yes,Yes,3,47,No,1377,15,4,1,3,49,3,5,2,3859,25046,1,11,1,3,80,0,12,1,7,6,2,10
No,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0506,506,Male,HR Manager,Married,No,Yes,1,31,Yes,1265,30,1,1,4,50,1,2,4,6003,21265,2,13,3,2,80,0,19,3,10,4,2,7
No,Travel_Frequently,41-45,Current Employees,Sales,Medical,E0507,507,Male,Research Scientist,Married,Yes,Yes,5,44,Yes,1392,3,1,1,4,22,2,4,3,7702,27374,5,12,2,2,80,3,1,2,10,6,2,5
No,Travel_Frequently,46-50,Ex-Employees,HR,Life Sciences,E0508,508,Female,Sales Executive,Divorced,No,Yes,1,42,No,1167,26,3,1,4,50,3,4,3,8191,20691,2,11,2,2,80,3,7,4,4,3,1,4
Yes,Travel_Rarely,36-40,Ex-Employees,Sales,Life Sciences,E0509,509,Male,Sales Executive,Divorced,No,Yes,1,32,No,1492,13,1,1,4,46,3,2,2,3108,26544,4,13,1,1,80,2,19,3,10,2,1,4
Yes,Travel_Frequently,31-35,Current Employees,R&D,Life Sciences,E0510,510,Female,Sales Executive,Married,Yes,Yes,1,41,No,1082,5,3,1,3,40,2,5,2,6789,22453,1,8,3,2,80,3,19,2,9,1,3,5
No,Travel_Frequently,36-40,Ex-Employees,R&D,Other,E0511,511,Female,Research Scientist,Married,Yes,Yes,2,41,No,1010,10,4,1,4,45,1,3,4,3632,20779,3,11,1,1,80,2,14,1,4,4,4,6
Yes,Travel_Rarely,31-35,Ex-Employees,Sales,Other,E0512,512,Female,Research Scientist,Married,Yes,Yes,2,32,No,1397,27,4,1,3,38,2,2,4,5846,27205,3,12,4,4,80,1,20,1,8,3,3,6
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0513,513,Female,Sales Executive,Married,No,Yes,2,35,Yes,1159,14,4,1,1,40,4,3,3,7881,23617,1,8,3,2,80,3,4,4,3,7,1,6
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0514,514,Male,HR Manager,Married,Yes,Yes,1,39,No,1044,27,3,1,4,43,4,1,2,5755,25398,5,7,2,4,80,0,2,4,2,7,5,1
Yes,Travel_Rarely,36-40,Current Employees,Sales,Other,E0515,515,Female,HR Manager,Married,No,Yes,3,46,No,1352,12,5,1,3,44,3,2,1,5766,28294,2,8,4,4,80,2,8,3,8,8,3,4
Yes,Travel_Rarely,41-45,Current Employees,HR,Other,E0516,516,Female,Sales Executive,Single,No,Yes,3,27,Yes,1095,1,4,1,1,47,4,4,1,8566,26672,4,10,3,4,80,1,13,4,3,2,1,2
Yes,Travel_Frequently,26-30,Current Employees,HR,Medical,E0517,517,Male,Sales Executive,Divorced,No,Yes,1,42,No,1454,19,5,1,3,20,2,2,2,4390,27797,3,15,3,1,80,2,8,3,8,2,3,2
No,Travel_Rarely,46-50,Current Employees,Sales,Other,E0518,518,Female,Research Scientist,Divorced,No,Yes,1,40,No,1322,15,5,1,4,40,4,1,2,9488,28269,3,12,4,3,80,0,17,4,4,5,0,9
Yes,Travel_Rarely,46-50,Ex-Employees,HR,Other,E0519,519,Male,Research Scientist,Divorced,No,Yes,3,47,No,1168,7,1,1,2,25,3,5,1,3400,28025,5,12,2,2,80,2,9,3,1,7,4,2
No,Travel_Rarely,46-50,Ex-Employees,R&D,Life Sciences,E0520,520,Male,Research Scientist,Married,No,Yes,4,27,Yes,1445,30,4,1,4,41,4,3,3,8873,28782,2,5,2,4,80,1,6,3,5,10,2,3
Yes,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0521,521,Male,Sales Executive,Single,Yes,Yes,5,33,No,1238,5,4,1,3,21,2,2,4,8279,26047,3,20,3,1,80,3,6,2,6,8,5,7
No,Travel_Frequently,26-30,Ex-Employees,Sales,Other,E0522,522,Male,Sales Executive,Divorced,No,Yes,1,45,No,1219,9,5,1,3,50,3,4,3,8632,28992,4,5,2,2,80,2,4,4,7,9,1,8
Yes,Travel_Frequently,31-35,Ex-Employees,Sales,Other,E0523,523,Female,HR Manager,Single,Yes,Yes,1,45,Yes,1469,27,2,1,4,26,1,2,3,7772,28688,3,7,3,2,80,2,20,3,2,1,3,7
No,Travel_Rarely,41-45,Ex-Employees,Sales,Life Sciences,E0524,524,Female,Research Scientist,Single,No,Yes,2,40,Yes,1244,8,2,1,3,33,3,5,1,9393,23828,4,17,3,4,80,3,6,2,10,5,1,8
No,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0525,525,Male,HR Manager,Married,Yes,Yes,2,46,Yes,1428,28,3,1,1,33,1,3,4,3677,20135,5,17,2,2,80,0,17,4,10,3,1,9
Yes,Travel_Frequently,36-40,Current Employees,HR,Life Sciences,E0526,526,Female,HR Manager,Divorced,Yes,Yes,1,47,Yes,1091,1,2,1,4,42,1,1,2,7742,21484,3,16,4,4,80,0,4,1,4,10,3,8
Yes,Travel_Frequently,41-45,Ex-Employees,Sales,Life Sciences,E0527,527,Female,HR Manager,Single,No,Yes,4,40,Yes,1480,2,3,1,2,43,1,2,4,5954,24240,3,18,2,3,80,3,9,4,9,4,4,2
No,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0528,528,Male,Research Scientist,Married,No,Yes,4,29,Yes,1255,21,5,1,3,25,4,1,4,3708,22517,5,15,2,3,80,3,13,4,2,5,3,7
Yes,Travel_Frequently,41-45,Current Employees,Sales,Life Sciences,E0529,529,Male,Sales Executive,Divorced,Yes,Yes,2,34,Yes,1040,25,4,1,1,21,1,4,4,7477,27450,5,20,1,4,80,1,6,4,3,2,4,5
No,Travel_Frequently,26-30,Ex-Employees,HR,Life Sciences,E0530,530,Female,Research Scientist,Married,Yes,Yes,5,43,No,1138,17,3,1,2,23,1,3,4,4757,20329,5,19,4,2,80,1,3,3,2,6,2,5
Yes,Travel_Frequently,31-35,Current Employees,HR,Medical,E0531,531,Female,Research Scientist,Single,No,Yes,1,34,No,1180,9,3,1,3,29,3,5,4,8117,27933,4,12,2,1,80,3,19,4,9,8,4,6
No,Travel_Frequently,31-35,Current Employees,HR,Other,E0532,532,Female,Research Scientist,Divorced,Yes,Yes,4,35,No,1197,1,1,1,3,25,2,3,3,4585,23766,4,18,1,4,80,1,15,4,2,1,0,8
Yes,Travel_Frequently,31-35,Current Employees,HR,Other,E0533,533,Male,HR Manager,Divorced,No,Yes,4,48,No,1394,2,4,1,1,50,3,4,4,5775,23909,1,8,4,4,80,3,18,4,5,2,0,7
Yes,Travel_Rarely,31-35,Current Employees,HR,Life Sciences,E0534,534,Male,HR Manager,Divorced,Yes,Yes,1,27,Yes,1090,17,4,1,1,24,3,1,3,9016,26876,4,13,2,4,80,3,5,4,3,2,2,10
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Other,E0535,535,Female,HR Manager,Divorced,Yes,Yes,5,29,Yes,1374,24,3,1,3,43,2,2,4,4976,29746,4,17,1,3,80,3,15,4,9,1,0,5
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Life Sciences,E0536,536,Female,Sales Executive,Divorced,No,Yes,2,26,No,1405,30,3,1,2,32,2,1,3,9492,25788,1,12,2,3,80,3,9,2,2,6,0,1
No,Travel_Rarely,36-40,Ex-Employees,R&D,Medical,E0537,537,Female,Sales Executive,Married,Yes,Yes,1,29,No,1164,8,4,1,1,36,2,1,1,5780,27172,1,6,1,4,80,0,9,2,7,7,1,6
No,Travel_Rarely,41-45,Current Employees,Sales,Medical,E0538,538,Male,Sales Executive,Divorced,No,Yes,5,38,Yes,1178,30,2,1,2,24,3,4,3,8865,22759,4,14,2,3,80,2,20,4,7,6,5,8
Yes,Travel_Rarely,31-35,Current Employees,R&D,Other,E0539,539,Female,Sales Executive,Married,Yes,Yes,3,48,No,1239,6,1,1,1,46,1,4,2,6338,26850,5,6,2,3,80,1,16,2,1,10,1,7
No,Travel_Rarely,36-40,Ex-Employees,Sales,Medical,E0540,540,Female,Research Scientist,Divorced,Yes,Yes,3,46,No,1276,2,2,1,3,39,4,5,2,6639,28074,3,8,2,2,80,2,20,4,3,5,3,9
Yes,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0541,541,Male,HR Manager,Single,No,Yes,5,34,Yes,1440,17,5,1,3,26,2,5,4,7728,22665,3,7,3,2,80,0,19,3,6,1,5,9
No,Travel_Frequently,41-45,Ex-Employees,R&D,Medical,E0542,542,Female,HR Manager,Married,Yes,Yes,2,33,Yes,1383,25,3,1,3,21,1,4,4,8788,28840,2,8,1,3,80,0,19,4,3,2,4,9
No,Travel_Frequently,46-50,Ex-Employees,Sales,Life Sciences,E0543,543,Female,Research Scientist,Single,Yes,Yes,1,40,Yes,1101,10,3,1,1,31,3,3,4,8612,27150,5,12,3,1,80,3,6,3,6,7,2,2
Yes,Travel_Frequently,36-40,Current Employees,R&D,Other,E0544,544,Female,Research Scientist,Married,Yes,Yes,4,42,No,1184,15,4,1,2,38,1,1,3,8985,20422,5,12,3,3,80,2,15,2,4,1,4,9
No,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0545,545,Male,HR Manager,Divorced,Yes,Yes,1,39,No,1441,8,5,1,2,44,4,2,2,3267,20656,3,12,1,2,80,3,6,2,1,2,4,4
Yes,Travel_Rarely,46-50,Current Employees,R&D,Other,E0546,546,Male,HR Manager,Divorced,Yes,Yes,2,31,No,1146,17,2,1,1,39,2,2,4,7881,27951,5,14,4,1,80,3,19,3,6,1,0,6
Yes,Travel_Frequently,26-30,Ex-Employees,Sales,Other,E0547,547,Male,Sales Executive,Married,Yes,Yes,3,44,No,1402,11,5,1,1,40,2,2,4,3191,28490,2,7,4,1,80,3,10,4,8,4,5,9
Yes,Travel_Rarely,26-30,Ex-Employees,HR,Life Sciences,E0548,548,Female,Sales Executive,Divorced,Yes,Yes,1,39,Yes,1028,26,2,1,2,35,3,4,4,5995,21667,1,20,3,2,80,0,16,2,4,6,4,8
Yes,Travel_Rarely,26-30,Current Employees,Sales,Other,E0549,549,Male,Research Scientist,Married,Yes,Yes,5,32,Yes,1386,30,4,1,1,20,4,5,4,5354,27188,1,7,2,2,80,2,4,4,9,2,5,8
Yes,Travel_Rarely,46-50,Current Employees,Sales,Other,E0550,550,Male,HR Manager,Married,No,Yes,1,31,Yes,1049,5,2,1,1,33,1,1,4,5135,25738,2,10,3,3,80,1,14,4,9,4,0,9
No,Travel_Frequently,36-40,Ex-Employees,R&D,Medical,E0551,551,Male,HR Manager,Divorced,Yes,Yes,1,38,No,1303,27,5,1,1,41,4,3,4,7306,24498,5,7,3,1,80,3,11,2,10,1,4,7
No,Travel_Frequently,36-40,Ex-Employees,R&D,Medical,E0552,552,Female,Sales Executive,Divorced,No,Yes,3,48,Yes,1179,1,4,1,3,26,2,4,3,6685,20199,3,16,2,2,80,2,12,2,8,5,4,5
Yes,Travel_Rarely,31-35,Current Employees,HR,Life Sciences,E0553,553,Male,Sales Executive,Divorced,No,Yes,3,27,Yes,1483,17,2,1,1,44,4,4,4,4423,29319,3,11,2,4,80,1,4,1,2,8,5,5
Yes,Travel_Rarely,46-50,Current Employees,R&D,Life Sciences,E0554,554,Female,HR Manager,Married,Yes,Yes,4,30,Yes,1246,21,2,1,3,45,4,4,3,3380,21268,3,18,2,1,80,0,15,3,10,9,2,4
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Other,E0555,555,Female,Research Scientist,Single,Yes,Yes,3,40,No,1208,11,1,1,4,30,3,2,2,6205,23923,5,8,4,2,80,1,19,3,1,4,3,7
Yes,Travel_Rarely,41-45,Current Employees,Sales,Medical,E0556,556,Male,Sales Executive,Married,Yes,Yes,3,40,Yes,1113,30,2,1,3,39,3,5,3,3612,23614,2,10,2,2,80,1,1,1,7,2,2,5
No,Travel_Rarely,31-35,Ex-Employees,R&D,Other,E0557,557,Male,HR Manager,Married,No,Yes,1,31,Yes,1462,10,1,1,3,34,2,3,2,5322,29058,2,7,3,3,80,2,10,3,6,7,1,8
No,Travel_Rarely,36-40,Current Employees,Sales,Life Sciences,E0558,558,Male,Research Scientist,Divorced,No,Yes,3,38,Yes,1398,19,5,1,4,36,2,3,2,4085,28388,2,19,1,3,80,1,19,1,3,3,2,10
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Life Sciences,E0559,559,Female,HR Manager,Divorced,No,Yes,1,37,No,1264,5,2,1,1,22,3,4,3,9838,29506,5,20,1,1,80,1,14,1,9,10,5,9
Yes,Travel_Rarely,31-35,Ex-Employees,HR,Medical,E0560,560,Male,HR Manager,Divorced,Yes,Yes,1,32,No,1446,18,1,1,1,49,2,4,1,4348,21078,1,5,4,4,80,2,2,4,10,2,5,4
No,Travel_Rarely,26-30,Current Employees,HR,Other,E0561,561,Male,HR Manager,Single,Yes,Yes,5,34,Yes,1261,23,4,1,4,41,4,2,4,6988,20602,3,17,2,1,80,1,5,2,10,1,5,1
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Medical,E0562,562,Male,Research Scientist,Single,Yes,Yes,1,37,Yes,1324,26,3,1,2,37,4,3,1,3258,22537,2,5,2,3,80,2,5,2,1,9,0,10
No,Travel_Rarely,41-45,Current Employees,HR,Life Sciences,E0563,563,Male,Research Scientist,Married,No,Yes,4,29,Yes,1043,20,5,1,1,44,2,1,3,3621,27601,1,17,2,1,80,3,20,3,9,1,1,8
No,Travel_Rarely,26-30,Ex-Employees,HR,Life Sciences,E0564,564,Female,HR Manager,Married,Yes,Yes,1,43,No,1421,9,4,1,1,44,3,5,3,9419,20286,5,15,1,1,80,3,14,2,1,9,0,6
No,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0565,565,Female,HR Manager,Married,Yes,Yes,1,41,No,1453,26,4,1,3,45,1,2,1,3898,22798,5,13,2,2,80,0,18,3,3,4,3,2
No,Travel_Rarely,31-35,Ex-Employees,Sales,Medical,E0566,566,Female,Research Scientist,Single,Yes,Yes,2,42,Yes,1302,26,5,1,1,50,4,5,2,6313,23736,5,12,3,1,80,3,16,3,1,8,5,7
No,Travel_Frequently,36-40,Ex-Employees,HR,Other,E0567,567,Female,HR Manager,Single,Yes,Yes,4,38,No,1196,12,4,1,1,34,1,5,1,6065,22235,4,16,4,3,80,1,1,1,9,1,3,5
No,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0568,568,Male,HR Manager,Married,No,Yes,2,41,Yes,1041,4,4,1,4,48,2,5,2,8470,27534,5,19,1,3,80,3,1,4,7,5,3,10
No,Travel_Rarely,41-45,Ex-Employees,HR,Other,E0569,569,Female,Research Scientist,Married,No,Yes,5,41,Yes,1398,18,1,1,1,39,1,4,4,7449,29049,1,8,4,4,80,2,9,3,3,10,2,10
No,Travel_Frequently,46-50,Ex-Employees,R&D,Life Sciences,E0570,570,Female,Sales Executive,Divorced,No,Yes,1,43,Yes,1016,5,3,1,2,28,1,5,4,3959,23610,4,7,3,1,80,3,3,4,2,8,3,9
No,Travel_Rarely,46-50,Ex-Employees,Sales,Medical,E0571,571,Female,Research Scientist,Single,Yes,Yes,4,37,Yes,1216,22,4,1,3,50,2,4,4,4929,27878,1,18,1,4,80,2,6,4,9,6,2,4
No,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0572,572,Female,Sales Executive,Married,No,Yes,4,35,Yes,1181,30,3,1,2,39,3,4,4,4547,25363,4,16,1,4,80,2,5,1,1,9,5,9
No,Travel_Frequently,26-30,Ex-Employees,Sales,Other,E0573,573,Male,Sales Executive,Married,Yes,Yes,5,27,Yes,1282,16,1,1,4,48,1,5,2,8683,23190,3,13,4,1,80,1,10,3,8,9,2,2
Yes,Travel_Frequently,41-45,Current Employees,Sales,Other,E0574,574,Male,Research Scientist,Single,No,Yes,3,48,No,1057,20,5,1,3,20,4,4,3,7558,26314,2,8,4,4,80,1,15,2,3,3,0,10
Yes,Travel_Frequently,36-40,Current Employees,Sales,Other,E0575,575,Male,Sales Executive,Divorced,No,Yes,4,32,No,1265,27,3,1,1,42,2,2,3,7626,27071,2,17,1,2,80,1,5,3,10,2,4,2
No,Travel_Frequently,31-35,Ex-Employees,Sales,Life Sciences,E0576,576,Female,HR Manager,Divorced,No,Yes,3,49,No,1048,29,1,1,4,36,1,3,1,3325,23228,5,10,3,2,80,2,3,4,10,2,0,5
No,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0577,577,Female,Research Scientist,Single,Yes,Yes,5,31,Yes,1084,3,1,1,2,29,1,3,1,6932,20863,4,10,4,2,80,3,17,2,9,6,1,2
No,Travel_Rarely,36-40,Current Employees,R&D,Medical,E0578,578,Female,Sales Executive,Married,Yes,Yes,3,37,No,1090,19,1,1,2,24,3,4,1,9012,22040,1,6,1,3,80,0,5,3,8,7,3,3
No,Travel_Frequently,46-50,Ex-Employees,HR,Other,E0579,579,Male,Sales Executive,Single,Yes,Yes,5,29,Yes,1000,29,3,1,4,40,4,1,4,3444,22773,2,20,3,2,80,2,6,1,4,10,4,3
Yes,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0580,580,Male,Research Scientist,Married,Yes,Yes,1,43,Yes,1205,10,2,1,3,34,4,4,1,6680,21688,1,13,3,3,80,2,18,4,5,6,5,6
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Medical,E0581,581,Female,Research Scientist,Single,Yes,Yes,1,43,Yes,1131,25,4,1,1,33,1,4,4,7975,21084,1,13,2,1,80,3,2,2,4,9,5,7
No,Travel_Frequently,41-45,Ex-Employees,Sales,Life Sciences,E0582,582,Female,HR Manager,Divorced,Yes,Yes,1,42,Yes,1322,6,1,1,1,50,2,5,3,7098,22656,1,17,2,2,80,2,13,4,10,9,0,3
Yes,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0583,583,Male,Sales Executive,Married,No,Yes,2,50,No,1010,24,5,1,4,36,1,5,4,6139,25316,2,17,4,4,80,3,9,4,4,5,3,4
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Other,E0584,584,Male,Research Scientist,Married,No,Yes,4,45,No,1493,27,2,1,3,33,3,5,4,7187,23125,4,19,4,3,80,0,5,2,6,10,1,5
No,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0585,585,Male,Sales Executive,Divorced,Yes,Yes,5,43,No,1208,21,2,1,4,46,2,2,3,5909,25523,4,6,3,2,80,1,11,2,3,3,2,4
Yes,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0586,586,Male,Sales Executive,Divorced,No,Yes,3,47,No,1187,8,1,1,1,44,4,1,1,8699,20496,1,12,4,2,80,1,18,4,10,1,5,1
No,Travel_Frequently,26-30,Current Employees,R&D,Life Sciences,E0587,587,Male,Sales Executive,Divorced,Yes,Yes,5,26,No,1002,3,5,1,1,20,4,3,2,6135,25829,1,6,3,4,80,1,7,3,8,9,1,6
Yes,Travel_Rarely,41-45,Ex-Employees,HR,Life Sciences,E0588,588,Male,Research Scientist,Married,No,Yes,2,44,No,1454,17,4,1,1,26,3,1,2,9493,21562,1,6,1,1,80,3,15,3,4,10,2,5
No,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0589,589,Female,HR Manager,Divorced,Yes,Yes,3,43,Yes,1444,20,1,1,2,49,4,4,1,6908,25854,2,8,3,3,80,3,16,3,3,10,5,4
Yes,Travel_Rarely,41-45,Ex-Employees,Sales,Life Sciences,E0590,590,Male,Sales Executive,Divorced,No,Yes,2,41,No,1496,28,3,1,1,25,2,4,3,7188,22959,1,6,2,4,80,1,20,4,3,8,5,3
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Other,E0591,591,Female,Research Scientist,Married,No,Yes,3,30,No,1316,22,3,1,4,44,1,5,4,6911,26873,1,17,3,2,80,3,14,1,4,7,5,4
No,Travel_Rarely,31-35,Ex-Employees,HR,Life Sciences,E0592,592,Male,Sales Executive,Divorced,Yes,Yes,4,30,No,1351,30,4,1,4,29,1,1,2,7032,24774,1,7,2,3,80,0,3,4,5,4,4,3
Yes,Travel_Frequently,26-30,Ex-Employees,R&D,Life Sciences,E0593,593,Female,HR Manager,Single,No,Yes,1,38,Yes,1156,8,5,1,2,40,2,4,1,9377,24533,5,19,2,1,80,2,7,3,10,7,0,1
Yes,Travel_Rarely,36-40,Current Employees,HR,Medical,E0594,594,Female,Sales Executive,Single,No,Yes,1,27,No,1184,4,3,1,1,41,3,3,3,5219,24730,2,20,1,2,80,3,11,3,5,6,1,5
Yes,Travel_Frequently,26-30,Current Employees,HR,Other,E0595,595,Female,HR Manager,Single,Yes,Yes,4,40,Yes,1340,6,2,1,2,40,2,1,1,5059,24169,4,9,3,1,80,1,1,1,4,7,4,2
Yes,Travel_Frequently,41-45,Current Employees,R&D,Other,E0596,596,Female,Research Scientist,Divorced,No,Yes,4,26,Yes,1262,7,5,1,3,48,4,2,1,4203,29496,2,12,3,4,80,1,8,1,10,1,0,6
Yes,Travel_Rarely,41-45,Ex-Employees,R&D,Other,E0597,597,Male,Research Scientist,Married,Yes,Yes,1,42,No,1017,11,3,1,4,35,2,5,2,3779,22905,5,19,3,4,80,3,3,2,2,7,4,4
No,Travel_Frequently,41-45,Current Employees,Sales,Life Sciences,E0598,598,Female,Research Scientist,Divorced,Yes,Yes,5,28,No,1435,3,2,1,2,35,3,1,4,6670,21846,5,9,3,1,80,1,17,1,2,8,4,3
Yes,Travel_Frequently,46-50,Current Employees,R&D,Life Sciences,E0599,599,Female,Sales Executive,Single,Yes,Yes,3,37,Yes,1276,21,5,1,3,32,4,2,4,6000,24291,5,9,3,3,80,3,6,1,8,5,3,2
